Virus,Host,blastScore,crisprScore,mashScore,wishScore
NC_002667,NC_002662,83592.0,NaN,0.840514,-1.32748
NC_002667,NC_002662,83592.0,NaN,0.840514,-1.32748
# Std,,0.0,NaN,0.0,0.0
NC_002668,NC_002662,73864.0,NaN,0.8363240000000001,-1.28847
NC_002668,NC_002662,73864.0,NaN,0.8363240000000001,-1.28847
NC_002668,NC_002662,73864.0,NaN,0.8363240000000001,-1.28847
# Std,,0.0,NaN,0.0,0.0
NC_002669,NC_002662,29914.0,NaN,0.7960579999999999,-1.35862
NC_002669,NC_002662,29914.0,NaN,0.7960579999999999,-1.35862
NC_002669,NC_022593,4386.0,NaN,0.724862,-1.33232
# Std,,12034.015,NaN,0.034,0.012
NC_002670,NC_002662,29014.0,NaN,0.787661,-1.29962
NC_002670,NC_002662,29014.0,NaN,0.787661,-1.29962
NC_002670,NC_002662,29014.0,NaN,0.787661,-1.29962
# Std,,0.0,NaN,0.0,0.0
NC_002671,NC_002662,30358.0,NaN,0.795716,-1.28558
NC_002671,NC_002662,30358.0,NaN,0.795716,-1.28558
NC_002671,NC_002662,30358.0,NaN,0.795716,-1.28558
# Std,,0.0,NaN,0.0,0.0
NC_002700,NC_018000,52.0,NaN,NaN,-1.45633
NC_002700,NC_015277,NaN,NaN,NaN,-1.38554
# Std,,0.0,NaN,NaN,0.035
NC_002703,NC_002662,9946.0,NaN,0.771864,-1.33061
NC_002703,NC_017563,244.0,28.0,NaN,-1.35819
NC_002703,NC_008527,8064.0,NaN,0.788548,-1.33459
NC_002703,NC_002662,9946.0,NaN,0.771864,-1.33061
# Std,,4003.856,0.0,0.008,0.011
NC_002730,NC_011993,16816.0,NaN,0.728407,-1.36552
NC_002730,NC_013361,15448.0,NaN,0.740415,-1.37208
NC_002730,NC_011993,16816.0,NaN,0.728407,-1.36552
# Std,,644.881,NaN,0.006,0.003
NC_002747,NC_017486,18102.0,NaN,0.76783,-1.33354
NC_002747,NC_017563,54.0,28.0,NaN,-1.35441
NC_002747,NC_008527,7668.0,NaN,0.795647,-1.32871
NC_002747,NC_022593,12800.0,NaN,0.755761,-1.32377
# Std,,6659.02,0.0,0.017,0.012
NC_002796,NC_002662,16216.0,NaN,0.7871710000000001,-1.32749
NC_002796,NC_002662,16216.0,NaN,0.7871710000000001,-1.32749
NC_002796,NC_002662,16216.0,NaN,0.7871710000000001,-1.32749
# Std,,0.0,NaN,0.0,0.0
NC_003050,NC_011900,67552.0,NaN,0.839908,-1.36368
NC_003050,NC_011900,67552.0,NaN,0.839908,-1.36368
NC_003050,NC_010380,42822.0,NaN,0.825664,-1.3044
# Std,,11657.834,NaN,0.007,0.028
NC_003085,NC_020126,250.0,NaN,NaN,-1.29896
NC_003085,NC_008095,98.0,37.0,0.484772,-1.29215
NC_003085,NC_008148,50.0,NaN,0.517779,-1.3422
NC_003085,NC_015736,NaN,NaN,0.517779,-1.38839
NC_003085,NC_017293,NaN,NaN,0.517779,-1.38839
NC_003085,NC_008095,98.0,37.0,0.484772,-1.29215
# Std,,75.339,0.0,0.016,0.042
NC_003157,NC_004070,86206.0,NaN,0.852029,-1.3617
NC_003157,NC_002737,26914.0,30.0,0.814311,-1.33371
NC_003157,NC_007297,5412.0,30.0,0.755441,-1.36498
NC_003157,NC_011375,4542.0,30.0,0.772204,-1.36301
NC_003157,NC_018936,5412.0,30.0,0.755441,-1.36493
NC_003157,NC_020540,5412.0,30.0,0.755441,-1.3646
NC_003157,NC_004070,86206.0,NaN,0.852029,-1.3617
NC_003157,NC_004606,86202.0,NaN,0.8519680000000001,-1.28962
# Std,,37746.979,0.0,0.043,0.025
NC_003216,NC_017544,15570.0,NaN,0.777637,-1.34786
NC_003216,NC_017547,422.0,37.0,0.5507850000000001,-1.34709
NC_003216,NC_021823,3636.0,37.0,0.7106669999999999,-1.34392
NC_003216,NC_017545,13780.0,36.0,0.779318,-1.34564
NC_003216,NC_021829,7544.0,NaN,0.740415,-1.33352
# Std,,5782.915,0.471,0.084,0.005
NC_003278,NC_023149,12536.0,30.0,0.7429950000000001,-1.29811
NC_003278,NC_008463,844.0,32.0,0.484772,-1.31016
NC_003278,NC_018080,76.0,32.0,NaN,-1.31073
NC_003278,NC_021577,1680.0,32.0,0.577432,-1.30999
NC_003278,NC_023149,12536.0,30.0,0.7429950000000001,-1.29811
NC_003278,NC_023149,12536.0,30.0,0.7429950000000001,-1.29811
# Std,,5853.022,1.0,0.108,0.006
NC_003287,NC_011004,278.0,NaN,0.517779,-1.47986
NC_003287,NC_011004,278.0,NaN,0.517779,-1.47986
NC_003287,NC_017731,50.0,NaN,NaN,-1.36911
# Std,,107.48,NaN,0.0,0.052
NC_003288,NC_022604,43332.0,NaN,0.78973,-1.32542
NC_003288,NC_009487,39322.0,NaN,0.796934,-1.31503
NC_003288,NC_009632,39322.0,NaN,0.796934,-1.31503
NC_003288,NC_009487,39322.0,NaN,0.796934,-1.31503
NC_003288,NC_009632,39322.0,NaN,0.796934,-1.31503
# Std,,1604.0,NaN,0.003,0.004
NC_003291,NC_021829,30626.0,NaN,0.796193,-1.31828
NC_003291,NC_011660,6632.0,37.0,0.684248,-1.34234
NC_003291,NC_017529,6632.0,37.0,0.684248,-1.3397
NC_003291,NC_017537,6632.0,37.0,0.684248,-1.33964
NC_003291,NC_021829,30626.0,NaN,0.796193,-1.31828
NC_003291,NC_021829,30626.0,NaN,0.796193,-1.31828
# Std,,11997.0,0.0,0.056,0.011
NC_003298,NC_012892,2114.0,NaN,0.484772,-1.41148
NC_003298,NC_012947,2114.0,NaN,0.484772,-1.41006
NC_003298,NC_012971,2114.0,NaN,0.484772,-1.41148
NC_003298,NC_012892,2114.0,NaN,0.484772,-1.41148
NC_003298,NC_012947,2114.0,NaN,0.484772,-1.41006
NC_003298,NC_012971,2114.0,NaN,0.484772,-1.41148
NC_003298,NC_022524,NaN,NaN,0.484772,-1.42699
NC_003298,NC_014933,NaN,NaN,0.484772,-1.41006
NC_003298,NC_001382,NaN,NaN,NaN,-1.38651
# Std,,0.0,NaN,0.0,0.01
NC_003299,NC_014923,52.0,NaN,NaN,-1.40842
NC_003299,NC_015675,52.0,NaN,NaN,-1.41004
NC_003299,NC_019973,52.0,NaN,NaN,-1.41009
NC_003299,NC_014500,NaN,NaN,0.484772,-1.4101
NC_003299,NC_014008,NaN,NaN,NaN,-1.38066
# Std,,0.0,NaN,0.0,0.012
NC_003300,NC_011312,56.0,NaN,NaN,-1.44102
NC_003300,NC_001263,NaN,NaN,0.484772,-1.41529
NC_003300,NC_017506,NaN,NaN,NaN,-1.37556
# Std,,0.0,NaN,0.0,0.027
NC_003301,NC_015434,50.0,NaN,NaN,-1.44361
NC_003301,NC_014008,46.0,NaN,NaN,-1.37605
# Std,,2.0,NaN,NaN,0.034
NC_003309,NC_017831,38988.0,NaN,0.78287,-1.34123
NC_003309,NC_007650,22206.0,NaN,0.7842020000000001,-1.32434
NC_003309,NC_007434,38968.0,NaN,0.779704,-1.31984
# Std,,7906.401,NaN,0.002,0.009
NC_003313,NC_012668,65096.0,NaN,0.816252,-1.32392
NC_003313,NC_009456,19726.0,NaN,0.839052,-1.38149
NC_003313,NC_012583,19726.0,NaN,0.839052,-1.32367
NC_003313,NC_012583,19726.0,NaN,0.839052,-1.32367
# Std,,19645.786,NaN,0.01,0.025
NC_003315,NC_017451,62286.0,NaN,0.837345,-1.28942
NC_003315,NC_017451,62286.0,NaN,0.837345,-1.28942
NC_003315,NC_017451,62286.0,NaN,0.837345,-1.28942
# Std,,0.0,NaN,0.0,0.0
NC_003324,NC_016812,1752.0,NaN,0.484772,-1.32983
NC_003324,NC_021174,NaN,NaN,0.517779,-1.3631
NC_003324,NC_018000,224.0,NaN,NaN,-1.32532
# Std,,764.0,NaN,0.017,0.017
NC_003327,NC_014966,714.0,NaN,0.484772,-1.38464
NC_003327,NC_015637,216.0,NaN,0.517779,-1.39014
NC_003327,NC_022224,216.0,NaN,0.517779,-1.38996
NC_003327,NC_015276,NaN,NaN,NaN,-1.37431
# Std,,234.759,NaN,0.016,0.006
NC_003356,NC_011415,9396.0,NaN,0.728973,-1.36246
NC_003356,NC_011415,9396.0,NaN,0.728973,-1.36246
NC_003356,NC_017641,5534.0,NaN,0.674698,-1.35726
# Std,,1820.564,NaN,0.026,0.002
NC_003387,NC_021282,710.0,NaN,NaN,-1.28535
NC_003387,NC_006348,58.0,NaN,0.5507850000000001,-1.31215
NC_003387,NC_008785,58.0,NaN,0.5507850000000001,-1.31209
NC_003387,NC_008836,58.0,NaN,0.5507850000000001,-1.30791
NC_003387,NC_009080,58.0,NaN,0.5507850000000001,-1.3096
NC_003387,NC_008596,192.0,NaN,NaN,-1.27152
NC_003387,NC_018289,192.0,NaN,NaN,-1.27152
# Std,,220.422,NaN,0.0,0.018
NC_003444,NC_020163,32210.0,NaN,0.785241,-1.32678
NC_003444,NC_020163,32210.0,NaN,0.785241,-1.32678
NC_003444,NC_020163,32210.0,NaN,0.785241,-1.32678
# Std,,0.0,NaN,0.0,0.0
NC_003460,NC_014215,64.0,NaN,NaN,-1.3456
NC_003460,NC_012560,48.0,NaN,0.484772,-1.36572
NC_003460,NC_021149,48.0,NaN,0.484772,-1.36577
NC_003460,NC_021150,48.0,NaN,0.484772,-1.36521
NC_003460,NC_018513,NaN,NaN,0.484772,-1.38388
NC_003460,NC_015564,50.0,NaN,NaN,-1.33664
# Std,,6.248,NaN,0.0,0.015
NC_003524,NC_008261,4338.0,NaN,0.594415,-1.27093
NC_003524,NC_008261,4338.0,NaN,0.594415,-1.27093
NC_003524,NC_020291,146.0,NaN,NaN,-1.26257
# Std,,1976.128,NaN,0.0,0.004
NC_003525,NC_002655,59064.0,NaN,0.820555,-1.3332
NC_003525,NC_002655,59064.0,NaN,0.820555,-1.3332
NC_003525,NC_002655,59064.0,NaN,0.820555,-1.3332
# Std,,0.0,NaN,0.0,0.0
NC_003714,NC_014168,54.0,NaN,NaN,-1.40686
NC_003714,NC_010524,NaN,NaN,0.484772,-1.43607
NC_003714,NC_011959,NaN,NaN,0.484772,-1.40087
NC_003714,NC_015174,NaN,NaN,NaN,-1.38485
# Std,,0.0,NaN,0.0,0.019
NC_003715,NC_013715,52.0,NaN,NaN,-1.40505
NC_003715,NC_014926,NaN,NaN,0.484772,-1.43212
NC_003715,NC_016631,NaN,NaN,NaN,-1.38308
# Std,,0.0,NaN,0.0,0.02
NC_003716,NC_002677,50.0,NaN,NaN,-1.37983
NC_003716,NC_003888,50.0,NaN,NaN,-1.45427
NC_003716,NC_003902,50.0,NaN,NaN,-1.40704
NC_003716,NC_007086,50.0,NaN,NaN,-1.40261
NC_003716,NC_010688,50.0,NaN,NaN,-1.4007
NC_003716,NC_011896,50.0,NaN,NaN,-1.37994
NC_003716,NC_016010,50.0,NaN,NaN,-1.40051
NC_003716,NC_019701,50.0,NaN,NaN,-1.43535
NC_003716,NC_002677,50.0,NaN,NaN,-1.37983
# Std,,0.0,NaN,NaN,0.024
NC_003907,NC_012704,82.0,NaN,NaN,-1.416
NC_003907,NC_010503,NaN,NaN,0.484772,-1.41841
NC_003907,NC_013895,NaN,NaN,0.484772,-1.41952
NC_003907,NC_015291,NaN,NaN,0.484772,-1.40915
NC_003907,NC_002162,NaN,NaN,0.484772,-1.41842
NC_003907,NC_001382,NaN,NaN,NaN,-1.3864
# Std,,0.0,NaN,0.0,0.012
NC_004066,NC_008527,16286.0,NaN,0.784638,-1.33271
NC_004066,NC_008527,16286.0,NaN,0.784638,-1.33271
NC_004066,NC_022593,7558.0,NaN,0.764892,-1.32584
# Std,,4114.419,NaN,0.009,0.003
NC_004112,NC_013199,13202.0,NaN,0.746231,-1.37033
NC_004112,NC_013198,1776.0,30.0,0.648281,-1.3818
NC_004112,NC_017482,1776.0,30.0,0.648281,-1.38171
NC_004112,NC_013199,13202.0,NaN,0.746231,-1.37033
NC_004112,NC_013199,13202.0,NaN,0.746231,-1.37033
# Std,,5597.574,0.0,0.048,0.006
NC_004165,NC_022530,128.0,NaN,NaN,-1.39455
NC_004165,NC_014935,48.0,NaN,0.517779,-1.42828
NC_004165,NC_008710,NaN,NaN,0.517779,-1.37908
NC_004165,NC_010382,NaN,NaN,NaN,-1.36082
# Std,,40.0,NaN,0.0,0.025
NC_004166,NC_014551,520.0,NaN,0.5507850000000001,-1.38297
NC_004166,NC_014551,520.0,NaN,0.5507850000000001,-1.38297
NC_004166,NC_014639,174.0,NaN,0.484772,-1.37689
# Std,,163.106,NaN,0.031,0.003
NC_004167,NC_023073,36174.0,NaN,0.753636,-1.36889
NC_004167,NC_023073,36174.0,NaN,0.753636,-1.36889
NC_004167,NC_017196,12216.0,NaN,0.6680900000000001,-1.36064
# Std,,11293.91,NaN,0.04,0.004
NC_004170,NC_012918,52.0,NaN,NaN,-1.40398
NC_004170,NC_005027,NaN,NaN,NaN,-1.38179
# Std,,0.0,NaN,NaN,0.011
NC_004171,NC_021172,56.0,NaN,NaN,-1.37744
NC_004171,NC_016631,NaN,NaN,NaN,-1.36793
# Std,,0.0,NaN,NaN,0.005
NC_004172,NC_007516,50.0,NaN,NaN,-1.39245
NC_004172,NC_007677,50.0,NaN,NaN,-1.39257
NC_004172,NC_007778,50.0,NaN,NaN,-1.40102
NC_004172,NC_007958,50.0,NaN,NaN,-1.39255
NC_004172,NC_011004,50.0,NaN,0.484772,-1.39383
NC_004172,NC_011666,50.0,NaN,NaN,-1.40655
NC_004172,NC_014032,50.0,NaN,NaN,-1.39328
NC_004172,NC_015563,50.0,NaN,NaN,-1.42509
NC_004172,NC_015953,50.0,NaN,NaN,-1.41981
NC_004172,NC_016906,50.0,NaN,NaN,-1.39133
NC_004172,NC_020520,50.0,NaN,NaN,-1.39559
NC_004172,NC_011004,50.0,NaN,0.484772,-1.39383
NC_004172,NC_018000,NaN,NaN,0.484772,-1.37933
NC_004172,NC_012587,NaN,NaN,0.484772,-1.38803
NC_004172,NC_015564,NaN,NaN,NaN,-1.36973
# Std,,0.0,NaN,0.0,0.013
NC_004173,NC_007760,52.0,NaN,NaN,-1.46128
NC_004173,NC_022904,52.0,NaN,NaN,-1.39901
NC_004173,NC_008313,NaN,NaN,0.484772,-1.41375
NC_004173,NC_008009,50.0,NaN,NaN,-1.37771
# Std,,0.943,NaN,0.0,0.031
NC_004174,NC_012490,50.0,NaN,NaN,-1.3834
NC_004174,NC_022115,50.0,NaN,NaN,-1.38088
NC_004174,NC_008009,NaN,NaN,NaN,-1.37165
# Std,,0.0,NaN,NaN,0.005
NC_004175,NC_010524,52.0,NaN,NaN,-1.42069
NC_004175,NC_010645,52.0,NaN,NaN,-1.39292
NC_004175,NC_014973,46.0,NaN,0.484772,-1.3952
NC_004175,NC_014365,NaN,NaN,0.484772,-1.4192
NC_004175,NC_011146,NaN,NaN,0.484772,-1.38966
NC_004175,NC_012918,NaN,NaN,0.484772,-1.39543
NC_004175,NC_014963,NaN,NaN,NaN,-1.36992
# Std,,2.828,NaN,0.0,0.016
NC_004301,NC_012793,48.0,NaN,NaN,-1.43671
NC_004301,NC_015717,48.0,NaN,NaN,-1.42331
NC_004301,NC_016628,48.0,NaN,NaN,-1.41365
NC_004301,NC_016590,NaN,NaN,0.484772,-1.42435
NC_004301,NC_001382,NaN,NaN,NaN,-1.38692
# Std,,0.0,NaN,0.0,0.017
NC_004302,NC_013656,8678.0,NaN,0.748892,-1.32759
NC_004302,NC_013656,8678.0,NaN,0.748892,-1.32759
NC_004302,NC_013656,8678.0,NaN,0.748892,-1.32759
# Std,,0.0,NaN,0.0,0.0
NC_004303,NC_017595,3420.0,NaN,0.64672,-1.36298
NC_004303,NC_017563,1968.0,30.0,0.6579729999999999,-1.36826
NC_004303,NC_017563,1968.0,30.0,0.6579729999999999,-1.36826
NC_004303,NC_013798,236.0,NaN,NaN,-1.3625
# Std,,1127.888,0.0,0.005,0.003
NC_004306,NC_014966,734.0,NaN,0.484772,-1.38203
NC_004306,NC_009456,132.0,NaN,0.484772,-1.39069
NC_004306,NC_012583,132.0,NaN,0.484772,-1.39341
NC_004306,NC_012667,138.0,NaN,0.484772,-1.39163
NC_004306,NC_014966,734.0,NaN,0.484772,-1.38203
NC_004306,NC_014323,NaN,NaN,0.484772,-1.45884
NC_004306,NC_009654,NaN,NaN,NaN,-1.36828
# Std,,293.947,NaN,0.0,0.027
NC_004313,NC_016856,42050.0,NaN,0.803874,-1.36604
NC_004313,NC_016863,42050.0,NaN,0.804047,-1.36659
NC_004313,NC_011080,916.0,30.0,0.6030960000000001,-1.36545
NC_004313,NC_021902,916.0,30.0,0.6030960000000001,-1.3654
NC_004313,NC_016863,42050.0,NaN,0.804047,-1.36659
NC_004313,NC_022544,42044.0,NaN,0.804047,-1.3667
NC_004313,NC_021814,34212.0,NaN,0.78269,-1.34542
# Std,,18069.001,0.0,0.089,0.007
NC_004333,NC_021285,190.0,NaN,0.484772,-1.3256
NC_004333,NC_009256,116.0,NaN,0.5507850000000001,-1.30049
NC_004333,NC_007510,116.0,NaN,NaN,-1.29955
# Std,,34.884,NaN,0.033,0.012
NC_004348,NC_006511,22962.0,NaN,0.781034,-1.38445
NC_004348,NC_011147,22962.0,NaN,0.780846,-1.38448
NC_004348,NC_021870,92.0,31.0,0.484772,-1.38214
NC_004348,NC_006511,22962.0,NaN,0.781034,-1.38445
NC_004348,NC_022569,19058.0,NaN,0.774946,-1.3645
# Std,,8887.167,0.0,0.118,0.008
NC_004462,NC_013946,1198.0,NaN,0.56141,-1.33306
NC_004462,NC_014974,96.0,33.0,0.484772,-1.30658
NC_004462,NC_013946,1198.0,NaN,0.56141,-1.33306
NC_004462,NC_014974,96.0,33.0,0.484772,-1.30658
# Std,,551.0,0.0,0.038,0.013
NC_004466,NC_006138,98.0,NaN,NaN,-1.40601
NC_004466,NC_020304,98.0,NaN,NaN,-1.40483
NC_004466,NC_007716,NaN,NaN,0.537086,-1.41992
NC_004466,NC_021916,NaN,NaN,0.537086,-1.39682
NC_004466,NC_023003,NaN,NaN,0.537086,-1.42688
NC_004466,NC_011047,NaN,NaN,0.537086,-1.4129
NC_004466,NC_001382,NaN,NaN,NaN,-1.38645
# Std,,0.0,NaN,0.0,0.013
NC_004584,NC_004070,79076.0,NaN,0.849129,-1.30211
NC_004584,NC_008021,3556.0,36.0,0.711892,-1.35028
NC_004584,NC_008023,1152.0,36.0,0.643436,-1.35602
NC_004584,NC_004070,79076.0,NaN,0.849129,-1.30211
NC_004584,NC_004070,79076.0,NaN,0.849129,-1.30211
# Std,,37593.638,0.0,0.087,0.025
NC_004585,NC_004070,82144.0,NaN,0.850602,-1.3599
NC_004585,NC_008021,25020.0,35.0,0.79201,-1.33668
NC_004585,NC_008023,3802.0,35.0,0.710251,-1.3585
NC_004585,NC_004070,82144.0,NaN,0.850602,-1.3599
NC_004585,NC_004606,64618.0,NaN,0.849946,-1.28905
# Std,,31706.374,0.0,0.055,0.027
NC_004586,NC_004070,68838.0,NaN,0.843283,-1.35948
NC_004586,NC_017582,140.0,34.0,NaN,-1.36618
NC_004586,NC_004070,68838.0,NaN,0.843283,-1.35948
NC_004586,NC_004606,68832.0,NaN,0.8432580000000001,-1.29628
# Std,,29746.241,0.0,0.0,0.028
NC_004587,NC_004070,83592.0,NaN,0.850644,-1.36217
NC_004587,NC_002737,26918.0,30.0,0.811657,-1.33317
NC_004587,NC_007297,5412.0,30.0,0.745641,-1.36535
NC_004587,NC_011375,4542.0,30.0,0.765024,-1.36354
NC_004587,NC_018936,5412.0,30.0,0.745641,-1.36529
NC_004587,NC_020540,5412.0,30.0,0.745641,-1.36501
NC_004587,NC_004070,83592.0,NaN,0.850644,-1.36217
NC_004587,NC_004606,83586.0,NaN,0.850581,-1.28959
# Std,,36502.907,0.0,0.047,0.025
NC_004588,NC_004070,76412.0,NaN,0.847383,-1.36245
NC_004588,NC_008024,39874.0,34.0,0.826981,-1.31575
NC_004588,NC_004070,76412.0,NaN,0.847383,-1.36245
NC_004588,NC_004606,76398.0,NaN,0.847338,-1.2931
# Std,,15819.398,0.0,0.009,0.03
NC_004589,NC_004070,80028.0,NaN,0.848032,-1.36574
NC_004589,NC_017567,140.0,30.0,NaN,-1.37465
NC_004589,NC_004070,80028.0,NaN,0.848032,-1.36574
NC_004589,NC_004606,79938.0,NaN,0.847652,-1.29574
# Std,,34579.548,0.0,0.0,0.032
NC_004615,NC_007795,87208.0,NaN,0.835309,-1.34111
NC_004615,NC_007795,87208.0,NaN,0.835309,-1.34111
NC_004615,NC_009641,39208.0,NaN,0.812479,-1.30507
# Std,,22627.417,NaN,0.011,0.017
NC_004616,NC_007795,89750.0,NaN,0.836238,-1.32981
NC_004616,NC_007795,89750.0,NaN,0.836238,-1.32981
NC_004616,NC_017342,56246.0,NaN,0.8203940000000001,-1.29837
# Std,,15793.937,NaN,0.007,0.015
NC_004617,NC_007795,85422.0,NaN,0.834242,-1.33701
NC_004617,NC_007795,85422.0,NaN,0.834242,-1.33701
NC_004617,NC_013450,36892.0,NaN,0.789024,-1.31705
# Std,,22877.261,NaN,0.021,0.009
NC_004629,NC_023149,492.0,NaN,0.517779,-1.48923
NC_004629,NC_014497,NaN,NaN,0.594415,-1.38862
NC_004629,NC_020164,NaN,NaN,NaN,-1.35963
# Std,,0.0,NaN,0.038,0.056
NC_004665,NC_012892,488.0,NaN,NaN,-1.40538
NC_004665,NC_012947,488.0,NaN,NaN,-1.40457
NC_004665,NC_012971,488.0,NaN,NaN,-1.40538
NC_004665,NC_014228,50.0,NaN,0.484772,-1.42078
NC_004665,NC_020209,50.0,NaN,0.484772,-1.37762
NC_004665,NC_016631,NaN,NaN,0.484772,-1.36022
NC_004665,NC_007164,NaN,NaN,0.484772,-1.37688
NC_004665,NC_013440,NaN,NaN,0.484772,-1.41308
NC_004665,NC_022438,NaN,NaN,0.484772,-1.39421
NC_004665,NC_007333,NaN,NaN,0.484772,-1.39219
NC_004665,NC_015387,NaN,NaN,0.484772,-1.40627
NC_004665,NC_017390,NaN,NaN,0.484772,-1.40345
NC_004665,NC_022997,NaN,NaN,0.484772,-1.38493
NC_004665,NC_017445,NaN,NaN,0.484772,-1.40456
NC_004665,NC_007519,NaN,NaN,0.484772,-1.39905
NC_004665,NC_015389,NaN,NaN,0.484772,-1.38037
NC_004665,NC_017269,NaN,NaN,0.484772,-1.4072
NC_004665,NC_012214,NaN,NaN,0.484772,-1.40357
NC_004665,NC_016631,NaN,NaN,0.484772,-1.36022
# Std,,214.575,NaN,0.0,0.017
NC_004678,NC_011999,192.0,NaN,NaN,-1.32602
NC_004678,NC_002528,50.0,NaN,0.484772,-1.34009
NC_004678,NC_004461,50.0,NaN,0.484772,-1.30391
NC_004678,NC_009089,48.0,NaN,0.484772,-1.31926
NC_004678,NC_010723,48.0,NaN,0.484772,-1.31897
NC_004678,NC_011047,52.0,NaN,0.484772,-1.34178
NC_004678,NC_011833,50.0,NaN,0.484772,-1.33966
NC_004678,NC_011834,50.0,NaN,0.484772,-1.3398
NC_004678,NC_016632,48.0,NaN,0.484772,-1.3428
NC_004678,NC_017192,50.0,NaN,0.484772,-1.32511
NC_004678,NC_017252,50.0,NaN,0.484772,-1.33975
NC_004678,NC_017253,50.0,NaN,0.484772,-1.33998
NC_004678,NC_017254,50.0,NaN,0.484772,-1.33966
NC_004678,NC_017255,50.0,NaN,0.484772,-1.33963
NC_004678,NC_017256,52.0,NaN,0.484772,-1.33979
NC_004678,NC_010546,NaN,NaN,0.484772,-1.34262
NC_004678,NC_022606,NaN,NaN,0.484772,-1.32496
NC_004678,NC_016630,NaN,NaN,0.484772,-1.34179
NC_004678,NC_017331,48.0,NaN,NaN,-1.29909
# Std,,34.458,NaN,0.0,0.013
NC_004679,NC_011999,192.0,NaN,NaN,-1.32444
NC_004679,NC_002528,50.0,NaN,0.484772,-1.33664
NC_004679,NC_004461,50.0,NaN,0.484772,-1.30004
NC_004679,NC_009089,48.0,NaN,0.484772,-1.31636
NC_004679,NC_010723,48.0,NaN,0.484772,-1.3149
NC_004679,NC_011047,52.0,NaN,0.484772,-1.33888
NC_004679,NC_011833,50.0,NaN,0.484772,-1.33637
NC_004679,NC_011834,50.0,NaN,0.484772,-1.33648
NC_004679,NC_016632,48.0,NaN,0.484772,-1.33974
NC_004679,NC_017192,50.0,NaN,0.484772,-1.32108
NC_004679,NC_017252,50.0,NaN,0.484772,-1.33643
NC_004679,NC_017253,50.0,NaN,0.484772,-1.3366
NC_004679,NC_017254,50.0,NaN,0.484772,-1.33636
NC_004679,NC_017255,50.0,NaN,0.484772,-1.33633
NC_004679,NC_017256,52.0,NaN,0.484772,-1.33707
NC_004679,NC_016929,NaN,NaN,0.484772,-1.33174
NC_004679,NC_008321,NaN,NaN,0.484772,-1.38333
NC_004679,NC_018010,NaN,NaN,0.484772,-1.34058
NC_004679,NC_017591,NaN,NaN,0.484772,-1.35146
NC_004679,NC_010546,NaN,NaN,0.484772,-1.33967
NC_004679,NC_022606,NaN,NaN,0.484772,-1.32275
NC_004679,NC_012468,NaN,NaN,0.484772,-1.35028
NC_004679,NC_014494,NaN,NaN,0.484772,-1.34879
NC_004679,NC_009879,NaN,NaN,0.484772,-1.33066
NC_004679,NC_016630,NaN,NaN,0.484772,-1.33815
NC_004679,NC_017331,48.0,NaN,NaN,-1.29647
# Std,,34.458,NaN,0.0,0.016
NC_004735,NC_015966,1378.0,35.0,0.648281,-1.42924
NC_004735,NC_015966,1378.0,35.0,0.648281,-1.42924
NC_004735,NC_015966,1378.0,35.0,0.648281,-1.42924
NC_004735,NC_004663,NaN,NaN,NaN,-1.36907
# Std,,0.0,0.0,0.0,0.026
NC_004736,NC_014966,698.0,NaN,0.484772,-1.38133
NC_004736,NC_015637,272.0,NaN,0.517779,-1.38871
NC_004736,NC_022224,272.0,NaN,0.517779,-1.38876
NC_004736,NC_015276,NaN,NaN,NaN,-1.3708
# Std,,200.818,NaN,0.016,0.007
NC_004740,NC_002745,88164.0,NaN,0.835718,-1.32858
NC_004740,NC_017343,88146.0,NaN,0.836837,-1.32864
NC_004740,NC_017337,33744.0,NaN,0.77332,-1.31385
# Std,,25649.592,NaN,0.03,0.007
NC_004745,NC_017628,28450.0,NaN,0.753636,-1.33506
NC_004745,NC_017660,22674.0,NaN,0.763691,-1.34628
NC_004745,NC_017644,23662.0,NaN,0.756554,-1.33426
# Std,,2522.416,NaN,0.004,0.005
NC_004746,NC_002662,12422.0,NaN,0.775264,-1.3313
NC_004746,NC_009004,8682.0,NaN,0.775999,-1.338
NC_004746,NC_017949,8682.0,NaN,0.775999,-1.33805
NC_004746,NC_017486,3576.0,NaN,0.725471,-1.33114
# Std,,3146.122,NaN,0.022,0.003
NC_004775,NC_011601,8904.0,NaN,0.714251,-1.36903
NC_004775,NC_013850,276.0,32.0,NaN,-1.38121
NC_004775,NC_011601,8904.0,NaN,0.714251,-1.36903
NC_004775,NC_018658,320.0,NaN,0.537086,-1.3671
# Std,,4303.028,0.0,0.084,0.006
NC_004777,NC_012892,4524.0,NaN,0.570091,-1.41792
NC_004777,NC_012947,4524.0,NaN,0.570091,-1.41892
NC_004777,NC_012971,4524.0,NaN,0.570091,-1.41792
NC_004777,NC_012892,4524.0,NaN,0.570091,-1.41792
NC_004777,NC_012947,4524.0,NaN,0.570091,-1.41892
NC_004777,NC_012971,4524.0,NaN,0.570091,-1.41792
NC_004777,NC_001382,NaN,NaN,NaN,-1.38657
# Std,,0.0,NaN,0.0,0.011
NC_004813,NC_013364,33800.0,NaN,0.797729,-1.31912
NC_004813,NC_002655,27388.0,NaN,0.801025,-1.32939
NC_004813,NC_013364,33800.0,NaN,0.797729,-1.31912
# Std,,3022.646,NaN,0.002,0.005
NC_004820,NC_004722,122790.0,NaN,0.820716,-1.3223
